English,Hindi
"zocon as tablet is a combination of three medicines: fluconazole, azithromycin and secnidazole","जोकोन एएस टैबलेट तीन दवाओं का संयोजन होता है: फ्लूकोनैज़ोल,अज़िथ्रोमीसिन और सेक्निडैज़ोल"
zocon as tablet is probably unsafe to use in patients with kidney disease and should be avoided,गुर्दे की बीमारी से पीड़ित मरीजों के लिए जोकोन एएस टैबलेट का इस्तेमाल संभवतः असुरक्षित हो सकता है अतः इसके सेवन से परहेज करें
"mofloren eye drop may make you feel dizzy or light-headed, you may experience a sudden, transient loss of vision, or you may faint for a short period","मोफ्लोरेन आई ड्रॉप से आपको चक्कर या सिर घूमना महसूस हो सकता है, आपको अचानक, नज़र का खोना, या थोड़े समय के लिए बेहोशी महसूस हो सकती है"
mofloren eye drop is used in the treatment of bacterial eye infections,मोफ्लोरेन आई ड्रॉप का इस्तेमाल बैक्टीरियल आई संक्रमण के इलाज में किया जाता है
"grisofulvin <n1> mg tablet: view uses, side effects, price and substitutes | <n2>mg","ग्रिसोफुल्विन <n1> एमजी टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n2>mg"
grisofulvin <n1> mg tablet is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए ग्रिसोफुल्विन <n1> एमजी टैबलेट का इस्तेमाल संभवतः सुरक्षित हो सकता है
grisofulvin <n1> mg tablet,ग्रिसोफुल्विन <n1> एमजी टैबलेट
valsartan is used in the treatment of heart attack,वैल्सैर्टैन का इस्तेमाल हार्ट अटैक के इलाज में किया जाता है
ketalin <n1>mg injection is a general anaesthetic,केटैलिन <n1>mg इन्जेक्शन एक आम एनेस्थेटिक है
ketalin <n1>mg injection is used for general anaesthesia,केटैलिन <n1>mg इन्जेक्शन का इस्तेमाल बेहोशी की दवा के लिए किया जाता है
ad <n1>mg sachet is used in the treatment of diarrhea,ऐड <n1>mg सैशे का इस्तेमाल डायरिया के इलाज में किया जाता है
"ad <n1>mg sachet sachet should be taken orally, directly or mixed with water",ऐड <n1>mg सैशे सैशे को सीधे या पानी के साथ मिलाकर लेना चाहिए
use of ad <n1>mg sachet should be avoided in children with underlying kidney disease,जिन बच्चों को किडनी की बीमारी है ऐड <n1>mg सैशे उन बच्चों को देने से बचें
mesopil <n1> mcg tablet is used in the treatment of medical abortion and post-delivery bleeding,मेसोपिल <n1> एमसीजी टैबलेट का इस्तेमाल चिकित्सीय गर्भपात and डिलीवरी के बाद खून निकलना के इलाज में किया जाता है
mesopil <n1> mcg tablet,मेसोपिल <n1> एमसीजी टैबलेट
mesopil <n1> mcg tablet increases contractions of the uterus to cause abortion,मेसोपिल <n1> एमसीजी टैबलेट के कारण गर्भाशय का संकुचित होना बढ़ जाता है जिसके कारण गर्भपात होने का खतरा बन जाता है
"pregalin x sr 75 tablet: view uses, side effects, price and substitutes | 1mg","प्रेगालिन एक्स एसआर 75 टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | 1mg"
loprolif <n1> ointment is used for atopic dermatitis,लोप्रोलिफ <n1> ऑइंटमेंट का इस्तेमाल एटोपिक डर्मेटाइटिस के लिए किया जाता है
loprolif <n1> ointment is effective at treating eczema (atopic dermatitis) when other treatment options have failed,लोप्रोलिफ <n1> ऑइंटमेंट एग्ज़िमा (एटॉपिक डर्मेटाइटिस) के इलाज में असरदार होता है जब दूसरे विकल्प असफल हो जाते हैं
"side effect of loprolif is application site reactions (burning, irritation, itching and redness)","लोप्रोलिफ का साइड इफेक्ट एप्लीकेशन साइट रिएक्शंस (बर्निंग, जलन, खुजली एंड रेडनेस) है"
"nimuwin plus tablet: view uses, side effects, price and substitutes | <n1>mg","निमूवीन प्लस टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
methylife injection is used in the treatment of nutritional deficiencies,मेथीलाइफ इन्जेक्शन का इस्तेमाल पोषक तत्वों की कमी के इलाज में किया जाता है
imoprine tablet is used for prevention of organ rejection in transplant patients and rheumatoid arthritis,इमोप्राइन टैबलेट का इस्तेमाल अंग प्रत्यारोपण and रुमेटाइड आर्थराइटिस के लिए किया जाता है
you may have to take additional medications along with imoprine tablet for better relief of symptoms,लक्षणों से बेहतर आराम के लिए आपको इमोप्राइन टैबलेट के साथ दूसरी दवाएं भी लेनी होंगी
use of imoprine tablet is not recommended in patients with serious kidney disease,गंभीर किडनी की बीमारी के मरीज़ों में इमोप्राइन टैबलेट के इस्तेमाल की सलाह नहीं दी जाती है
imoprine tablet also relieves joint pain and inflammation in rheumatoid arthritis,इमोप्राइन टैबलेट जोड़ों के दर्द और रिमेटॉयड आर्थराइटिस में सूजन से भी राहत दिलाता है
taking probiotics along with samclav ds syrup may help,सैम्क्लैव डीएस सिरप के साथ प्रोबायोटिक्स लेने से मदद मिल सकती है
samclav ds syrup is a combination of two medicines: amoxycillin and clavulanic acid,सैम्क्लैव डीएस सिरप दो दवाओं का एक मिश्रण हैःअमोक्सी‌सिलिन और क्लैवुलैनिक एसिड
"samclav ds syrup: view uses, side effects, price and substitutes | <n1>mg","सैम्क्लैव डीएस सिरप: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
"samclav ds syrup may cause side effects such as allergic reactions, dizziness or fits that may make you unfit to drive","सैम्क्लैव डीएस सिरप के सेवन के साइड इफेक्ट के तौर पर एलर्जी और चक्कर आ सकता है, जिससे गाड़ी चलाना मुश्किल होता है"
samclav ds syrup,सैम्क्लैव डीएस सिरप
use of painvon capsule is not recommended in patients with end stage kidney disease,पेनवोन कैप्सूल आखिरी दौर में चल रही किडनी की बीमारी के मरीज़ों को लेने की सलाह नहीं दी जाती है
painvon capsule is a combination of two medicines: paracetamol/acetaminophen and dextropropoxyphene,पेनवोन कैप्सूल दो दवाइयों का मिश्रण हैः पैरासिटामोल/ एसिटामिनोफेन और डेक्स्ट्रोप्रोपोजेक्सीफीन
imuza tablet is used for prevention of organ rejection in transplant patients and rheumatoid arthritis,इम्यूजा टैबलेट का इस्तेमाल अंग प्रत्यारोपण and रुमेटाइड आर्थराइटिस के लिए किया जाता है
what were the side-effects while using moxiflox eye drop?,मोक्सीफ्लॉक्स आई ड्रॉप के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
how do you take moxiflox eye drop?,आप मोक्सीफ्लॉक्स आई ड्रॉप किस तरह से लेते हैं?
"moxiflox eye drop: view uses, side effects, price and substitutes | <n1>mg","मोक्सीफ्लॉक्स आई ड्रॉप: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
"however, the use of mefnic-p suspension is not recommended in patients with severe liver disease and active liver disease","हालांकी, गंभीर लीवर संबंधित रोग एंड एक्टिव लीवर संबंधित रोग से पीड़ित मरीजों को मेफ्निक-पी सस्पेंशन का इस्तेमाल न करने की सलाह दी जाती है"
mefnic-p suspension is used for pain relief and fever,मेफ्निक-पी सस्पेंशन का इस्तेमाल दर्द एंड फीवर के लिए किया जाता है
protobid plus tablet is used in the treatment of abdominal pain and diarrhea,प्रोटोबिड प्लस टैबलेट का इस्तेमाल पेट में दर्द and डायरिया के इलाज में किया जाता है
adobe <n1>mg tablet is used in the treatment of epilepsy and severe anxiety,अडोबी <n1>mg टैबलेट का इस्तेमाल मिरगी and एंग्जायटी (चिंता) बढ़ जाना के इलाज में किया जाता है
"symbiotik xl <n1> tablet may cause side effects such as allergic reactions, dizziness or fits that may make you unfit to drive","सायम्बायोटिक एक्सएल <n1> टैबलेट के सेवन के साइड इफेक्ट के तौर पर एलर्जी और चक्कर आ सकता है, जिससे गाड़ी चलाना मुश्किल होता है"
symbiotik xl <n1> tablet is a combination of two medicines: amoxycillin and clavulanic acid,सायम्बायोटिक एक्सएल <n1> टैबलेट दो दवाओं का एक मिश्रण हैःअमोक्सी‌सिलिन और क्लैवुलैनिक एसिड
taking probiotics along with symbiotik xl <n1> tablet may help,सायम्बायोटिक एक्सएल <n1> टैबलेट के साथ प्रोबायोटिक्स लेने से मदद मिल सकती है
moximac tablet is used in the treatment of bacterial infections,मोक्सीमैक टैबलेट का इस्तेमाल बैक्टीरिया से होने वाले संक्रमण के इलाज में किया जाता है
"moximac tablet may make you feel dizzy or light-headed, you may experience a sudden, transient loss of vision, or you may faint for a short period","मोक्सीमैक टैबलेट से आपको चक्कर या सिर घूमना महसूस हो सकता है, आपको अचानक, नज़र का खोना, या थोड़े समय के लिए बेहोशी महसूस हो सकती है"
immutil tablet is unsafe to use during lactation,स्तनपान के दौरान इम्यूटिल टैबलेट का इस्तेमाल असुरक्षित है
what were the side-effects while using immutil tablet?,इम्यूटिल टैबलेट के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
how do you take immutil tablet?,आप इम्यूटिल टैबलेट किस तरह से लेते हैं?
immutil tablet,इम्यूटिल टैबलेट
immutil tablet is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए इम्यूटिल टैबलेट का इस्तेमाल संभवतः सुरक्षित हो सकता है
"immutil tablet: view uses, side effects, price and substitutes | <n1>mg","इम्यूटिल टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
"pronet syrup: view uses, side effects, price and substitutes | <n1>mg","प्रोनेट सिरप: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
it may take <n1> to <n2> weeks for immutil tablet to start working,इम्यूटिल टैबलेट को काम शुरू करने में <n1> से <n2> हफ्ते को समय लग सकता है
pronet syrup is used in the treatment of nausea and vomiting,प्रोनेट सिरप का इस्तेमाल मिचली आना and उल्टी के इलाज में किया जाता है
pronet syrup,प्रोनेट सिरप
pronet syrup is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए प्रोनेट सिरप का इस्तेमाल संभवतः सुरक्षित हो सकता है
cognitine <n1>mg tablet is used in the treatment of carnitine deficiency,कोग्निटाइन <n1>mg टैबलेट का इस्तेमाल कार्निटिन की कमी के इलाज में किया जाता है
minado <n1> tablet is used in preventive treatment of migraine,मिनैडू <n1> टैबलेट का इस्तेमाल प्रिवेंटिव ट्रीटमेंट ओएफ माइग्रेन में होने वाला सिरदर्द में किया जाता है
zifi oz tablet is a combination of two antibiotics: cefixime and ornidazole,ज़िफि ओज़ेड टैबलेट दो एंटीबायोटिक्स का मिश्रण हैः सैफिक्साइम एवं ओर्निडैज़ोल
zifi oz tablet is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए ज़िफि ओज़ेड टैबलेट का इस्तेमाल संभवतः सुरक्षित हो सकता है
"fedil <n1> mg tablet: view uses, side effects, price and substitutes | <n2>mg","फेडिल <n1> एमजी टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n2>mg"
fedil <n1> mg tablet may cause dizziness or seizures,फेडिल <n1> एमजी टैबलेट के कारण चक्कर अाना या मिर्गी का दौरा पड़ सकता है
fedil <n1> mg tablet is probably unsafe to use in patients with kidney disease and should be avoided,गुर्दे की बीमारी से पीड़ित मरीजों के लिए फेडिल <n1> एमजी टैबलेट का इस्तेमाल संभवतः असुरक्षित हो सकता है अतः इसके सेवन से परहेज करें
telmikind-am tablet is started at a lower dose in patients with liver disease and further increased slowly with careful monitoring,जिन मरीजों को लीवर संबंधित रोग है उनको टेल्मीकाइंड-एएम् टैबलेट लोवर डोज में दी जाती है और लगातार निरिक्षण के बाद अवस्था के अनुसार डोज की मात्रा बढ़ाई जाती है
telmikind-am tablet is a combination of two medicines: telmisartan and amlodipine,टेल्मीकाइंड-एएम् टैबलेट दो दवाओं का एक मिश्रण हैःटेल्मिसर्टन और ऐम्लोडिपाइन
pantofix d tablet is a combination of two medicines: domperidone and pantoprazole,पोंटिक्स डी टैबलेट दो दवाओं का एक मिश्रण हैःडोम्पेरिडोन और पेन्टोप्राजोल
epiford <n1>mg tablet is used in the treatment of epilepsy and severe anxiety,एपिफोर्ड <n1>mg टैबलेट का इस्तेमाल मिरगी and एंग्जायटी (चिंता) बढ़ जाना के इलाज में किया जाता है
trueceprol <n1>mg capsule is used in the treatment of osteoarthritis and rheumatoid arthritis,ट्रूसेप्ट्रॉल <n1>mg कैप्सूल का इस्तेमाल ऑस्टियोआर्थराइटिस and रुमेटाइड आर्थराइटिस के इलाज में किया जाता है
trueceprol <n1>mg capsule efficacy is comparable to the other painkillers,ट्रूसेप्ट्रॉल <n1>mg कैप्सूल के प्रभाव की तुलना दूसरे दर्द निवारकों से की जा सकती है
tranemic <n1>mg injection is used in the treatment of bleeding,ट्रैनेमिक <n1>mg इन्जेक्शन का इस्तेमाल खून निकलना के इलाज में किया जाता है
nebracin eye ointment may cause damage to cornea on long-term use,नेब्रसिन आई ऑइंटमेंट के लंबे समय के इस्तेमाल से कॉर्निया को नुकसान पहुँच सकता है
nebracin eye ointment is used in the treatment of bacterial eye infections,नेब्रसिन आई ऑइंटमेंट का इस्तेमाल बैक्टीरियल आई संक्रमण के इलाज में किया जाता है
as norip <n1>mg tablet may affect your alertness which may affect your ability to drive,"नोरिप <n1>mg टैबलेट से आपकी सतर्कता (अलर्टनेस) पर असर पड़ सकता है, जिससे आपको ड्राइव करने में परेशानी हो सकती है"
the addiction/dependence potential of norip <n1>mg tablet is very less,नोरिप <n1>mg टैबलेट की लत लगना/निर्भरता बहुत कम है
norip <n1>mg tablet is used in the treatment of depression,नोरिप <n1>mg टैबलेट का इस्तेमाल डिप्रेशन के इलाज में किया जाता है
it can take <n1> to <n2> weeks for norip <n3>mg tablet to start working,नोरिप <n3>mg टैबलेट का असर शुरू होने में <n1> से <n2> हफ़्तों का समय लग सकता है
"mycofit <n1> tablet: view uses, side effects, price and substitutes | <n2>mg","माय‌कोफिट <n1> टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n2>mg"
mycofit <n1> tablet is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए माय‌कोफिट <n1> टैबलेट का इस्तेमाल संभवतः सुरक्षित हो सकता है
it may take <n1> to <n2> weeks for mycofit <n3> tablet to start working,माय‌कोफिट <n3> टैबलेट को काम शुरू करने में <n1> से <n2> हफ्ते को समय लग सकता है
mycofit <n1> tablet is unsafe to use during lactation,स्तनपान के दौरान माय‌कोफिट <n1> टैबलेट का इस्तेमाल असुरक्षित है
primacort plus cream is used in the treatment of herpes labialis,प्रायमाकोर्ट प्लस क्रीम का इस्तेमाल हर्पीज लेबियलिस (होंठो के आस पास छाले पड़ना) के इलाज में किया जाता है
"side effect of primacort plus is application site reactions (burning, irritation, itching and redness)","प्रायमाकोर्ट प्लस का साइड इफेक्ट एप्लीकेशन साइट रिएक्शंस (बर्निंग, जलन, खुजली एंड रेडनेस) है"
avoid excess alcohol intake (><n1> glasses/day) when taking admol junior <n2>mg tablet as it may cause liver damage,ऐड्मोल जूनियर <n2>mg टैबलेट लेते समय शराब की ज़्यादा मात्रा (रोजाना <n1> गिलास से अधिक) का सेवन न करें क्योंकि इससे लिवर को नुकसान हो सकता है
norgel o syrup is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए नोर्गेय हे सिरप का इस्तेमाल संभवतः सुरक्षित हो सकता है
metlin <n1> tablet is used in the treatment of neuropathic pain,मेट्लिन <n1> टैबलेट का इस्तेमाल न्यूरोपैथिक दर्द के इलाज में किया जाता है
side effect of metatime is lactic acidosis,मेटाटाइम का साइड इफेक्ट लैक्टिक एसिडोसिस है
horn tablet is used in the treatment of bacterial infections and parasitic infections,सींग टैबलेट का इस्तेमाल बैक्टीरिया से होने वाले संक्रमण and परजीवी संक्रमण के इलाज में किया जाता है
gb <n1> plus tablet is used in the treatment of neuropathic pain,जीबी <n1> प्लस टैबलेट का इस्तेमाल न्यूरोपैथिक दर्द के इलाज में किया जाता है
urief tablet is used in the treatment of benign prostatic hyperplasia,युरीफ टैबलेट का इस्तेमाल बिनाइन प्रोस्टेटिक हाइपरप्लासिया के इलाज में किया जाता है
"however, the use of sinarest lp tablet is not recommended in patients with severe liver disease and active liver disease","हालांकी, गंभीर लीवर संबंधित रोग एंड एक्टिव लीवर संबंधित रोग से पीड़ित मरीजों को सिनारेस्ट एलपी टैबलेट का इस्तेमाल न करने की सलाह दी जाती है"
midaspray injection should be used with caution in patients with severe kidney disease,गंभीर गुर्दे की बीमारी से पीड़ित मरीज सावधानी के साथ मिडैस्प्रैय इन्जेक्शन का इस्तेमाल करें
sinarest lp tablet is used in the treatment of common cold symptoms,सिनारेस्ट एलपी टैबलेट का इस्तेमाल जुकाम के इलाज में किया जाता है
midaspray injection is a benzodiazepine,मिडैस्प्रैय इन्जेक्शन बेन्जोडियाजेपाइन होता है
"midaspray injection may make the patient sleepy, forgetful or affect their concentration or coordination","मिडैस्प्रैय इन्जेक्शन से मरीज़ हमेशा नींद में रहता है, याददाश्त कम हो जाती है या उसकी एकाग्रता या सामंजस्य पर असर पड़ सकता है"
"if you are taking midaspray injection for the treatment of anxiety, it should not be used more than <n1> weeks",अगर एंग्जायटी (चिंता ) के लिए मिडैस्प्रैय इन्जेक्शन का सेवन कर रहे हैं तो <n1> हफ्ते से ज्यादा दिनों के लिए न लें
ketamine hydrochloride <n1>mg injection is used for general anaesthesia,केटैमाइन हायड्रोक्लोराइड <n1>mg इन्जेक्शन का इस्तेमाल बेहोशी की दवा के लिए किया जाता है
ketamine hydrochloride <n1>mg injection is a general anaesthetic,केटैमाइन हायड्रोक्लोराइड <n1>mg इन्जेक्शन एक आम एनेस्थेटिक है
terbowal <n1> mg tablet,टेर्बोवल <n1> एमजी टैबलेट
use of terbowal <n1> mg tablet is not recommended in patients with severe liver disease and active liver disease,"गंभीर लीवर संबंधित रोग एंड एक्टिव लीवर संबंधित रोग से पीड़ित मरीजों के लिए टेर्बोवल <n1> एमजी टैबलेट का इस्तेमाल संभवतः असुरक्षित है, इसके सेवन से परहेज करें"
"terbowal <n1> mg tablet: view uses, side effects, price and substitutes | <n2>mg","टेर्बोवल <n1> एमजी टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n2>mg"
valerate n cream is a combination of two medicines: betamethasone and neomycin,वैलेरेट एन क्रीम दो दवाओं का एक मिश्रण हैःबीटामेथासोन और नियोमाइसिन
"valerate n cream: view uses, side effects, price and substitutes | <n1>mg","वैलेरेट एन क्रीम: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
mprol <n1>mg tablet lowers your blood pressure and makes it easier for your heart to pump blood around your body,एमपीरोल <n1>mg टैबलेट ब्लड प्रेशर को कम करता है जिससे दिल का सारे शरीर में खून पहुँचाने का काम आसान हो जाता है
use of oxymark tablet is not recommended in patients with end stage kidney disease,ओक्सीमार्क टैबलेट आखिरी दौर में चल रही किडनी की बीमारी के मरीज़ों को लेने की सलाह नहीं दी जाती है
doxyl <n1>mg capsule is used in the treatment of bacterial infections,डोक्सिल <n1>mg कैप्सूल का इस्तेमाल बैक्टीरिया से होने वाले संक्रमण के इलाज में किया जाता है
torget <n1>mg injection is a diuretic,टोर्गेट <n1>mg इन्जेक्शन डाइयुरेटिक या मूत्रवर्धक होता है
"however, inform your doctor if you have any kidney disease as the use of torget <n1>mg injection should be avoided in case you are unable to pass urine or the kidney damage is due to some medicines",अगर किडनी की बीमारी है और टोर्गेट <n1>mg इन्जेक्शन लेने से अगर पेशाब नहीं कर पा रहे हैं या किडनी को कोई क्षति पहुँच रही है तो डॉक्टर को तुरन्त सूचित करें
"however, inform your doctor if you have any kidney disease as the use of edemide <n1>mg tablet should be avoided in case you are unable to pass urine or the kidney damage is due to some medicines",अगर किडनी की बीमारी है और एडिमाइड <n1>mg टैबलेट लेने से अगर पेशाब नहीं कर पा रहे हैं या किडनी को कोई क्षति पहुँच रही है तो डॉक्टर को तुरन्त सूचित करें
montgold tablet is used in the treatment of sneezing and runny nose due to allergies,मोनट्गोल्ड टैबलेट का इस्तेमाल एलर्जी के कारण हुए छींक और सर्दी के इलाज में किया जाता है
gabakon <n1>mg tablet is used in the treatment of neuropathic pain and seizures,गैबैकोन <n1>mg टैबलेट का इस्तेमाल न्यूरोपैथिक दर्द and दौरे पड़ना के इलाज में किया जाता है
xentas <an1> tablet is a typical antipsychotic,ज़ेंटैस <an1> टैबलेट एक विशेष प्रकार का एन्टीसाइकोटिक होता है
xentas <an1> tablet is used in the treatment of schizophrenia,ज़ेंटैस <an1> टैबलेट का इस्तेमाल स्किजोफ्रेनिया के इलाज में किया जाता है
inapure <n1> mg tablet is used in the treatment of chest pain (angina) and heart failure,इनाप्योर <n1> एमजी टैबलेट का इस्तेमाल सीने में दर्द (एंजाइना) and हार्ट फेल के इलाज में किया जाता है
qure <n1> tablet is used in the treatment of bacterial infections,क्योर <n1> टैबलेट का इस्तेमाल बैक्टीरिया से होने वाले संक्रमण के इलाज में किया जाता है
"dompy <n1>mg syrup is used in the treatment of indigestion, nausea and vomiting","डोम्पी <n1>mg सिरप का इस्तेमाल अपच, मिचली आना and उल्टी के इलाज में किया जाता है"
use of dompy <n1>mg syrup is not recommended in patients with moderate and severe liver disease,मथ्यम व गंभीर लीवर संबंधित रोग से पीड़ित मरीजों के लिए डोम्पी <n1>mg सिरप का इस्तेमाल संभवतः असुरक्षित है
side effect of terbitotal is skin peeling,टर्बिटोटल का साइड इफेक्ट त्वचा पर पपड़ी बनना है
terbitotal cream is used in the treatment of fungal skin infections,टर्बिटोटल क्रीम का इस्तेमाल त्वचा में फंगल इन्फेक्शन के इलाज में किया जाता है
isokin <n1> tablet is a combination of two medicines: isoniazid and vitamin b<n2> (pyridoxine),आइसोकिन <n1> टैबलेट दो दवाओं का एक मिश्रण हैःआइसोनायाज़िड और विटामिन B<n2> (पायरीडॉक्सिन)
isokin <n1> tablet is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए आइसोकिन <n1> टैबलेट का इस्तेमाल संभवतः सुरक्षित हो सकता है
"clenorush oral gel is a combination of four medicines: clotrimazole, choline salicylate, tannic acid and cetrimide","क्लेनोरश ओरल जेल चार दवाईंयों का मिश्रण है: क्लोट्रिमाजोल, कोलीन सैलिसिलेट, टैनिक एसिड और सैट्रिमाइड"
sevista <n1> tablet is used for contraception,सेविस्टा <n1> टैबलेट का इस्तेमाल गर्भनिरोधक के लिए किया जाता है
"side effect of trinil is application site reactions (burning, irritation, itching and redness)","ट्राइनिल का साइड इफेक्ट एप्लीकेशन साइट रिएक्शंस (बर्निंग, जलन, खुजली एंड रेडनेस) है"
how do you take minokem-n solution?,आप मीनोकेम-एन सोल्यूशन किस तरह से लेते हैं?
cefline tablet is a combination of two medicines: cefixime and lactobacillus,सैफ्लाइन टैबलेट दो दवाओं का एक मिश्रण हैःसैफिक्साइम और लैक्टोबैसिलस
geminex <n1>mg tablet is used in the treatment of bacterial infections,गेमिनेक्स <n1>mg टैबलेट का इस्तेमाल बैक्टीरिया से होने वाले संक्रमण के इलाज में किया जाता है
"however, the use of mefkind forte suspension is not recommended in patients with severe liver disease and active liver disease","हालांकी, गंभीर लीवर संबंधित रोग एंड एक्टिव लीवर संबंधित रोग से पीड़ित मरीजों को मेफ्काइंड फोर्ट सस्पेंशन का इस्तेमाल न करने की सलाह दी जाती है"
lostan <n1>mg tablet is used in the treatment of heart attack,लोस्टैन <n1>mg टैबलेट का इस्तेमाल हार्ट अटैक के इलाज में किया जाता है
"ranidom suspension is a combination of three medicines: domperidone, magaldrate and simethicone","रैनिडोम सस्पेंशन तीन दवाओं का संयोजन होता है: डोम्पेरिडोन,मैगैल्ड्रेट और सिमेथिकोन"
"ranidom suspension is used in the treatment of acidity, stomach ulcers and bloating","रैनिडोम सस्पेंशन का इस्तेमाल एसिडिटी, पेट का अल्सर and पेट फूलना के इलाज में किया जाता है"
use of ranidom suspension is not recommended in patients with moderate and severe liver disease,मथ्यम व गंभीर लीवर संबंधित रोग से पीड़ित मरीजों के लिए रैनिडोम सस्पेंशन का इस्तेमाल संभवतः असुरक्षित है
orlica <n1> capsule is used in obesity,ओलरिका <n1> कैप्सूल का इस्तेमाल मोटापा में किया जाता है
grenil-f <n1>mg tablet is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए ग्रेनिल-एफ <n1>mg टैबलेट का इस्तेमाल संभवतः सुरक्षित हो सकता है
grenil-f <n1>mg tablet is used for preventive treatment of migraine,ग्रेनिल-एफ <n1>mg टैबलेट का इस्तेमाल प्रिवेंटिव ट्रीटमेंट ओएफ माइग्रेन में होने वाला सिरदर्द के लिए किया जाता है
"grenil-f <n1>mg tablet works by preventing loss of tone and dilation of blood vessels, thus preventing the migraine headache","ग्रेनिल-एफ <n1>mg टैबलेट रक्त की कोशिकाओं को चौड़ा होने से और टोन की कमी को रोककर काम करता है, इस तरह माइग्रेन का सिरदर्द रोकता है"
ketofly <n1>mg tablet is used in the treatment of fungal infections,केटोफ्ली <n1>mg टैबलेट का इस्तेमाल फंगल इन्फेक्शन के इलाज में किया जाता है
"provanol sr <n1> tablet is used in the treatment of heart attack, chest pain (angina), migraine and anxiety","प्रोवैनोल एसआर <n1> टैबलेट का इस्तेमाल हार्ट अटैक, सीने में दर्द (एंजाइना), माइग्रेन में होने वाला सिरदर्द and एंग्जायटी (चिंता ) के इलाज में किया जाता है"
takchlor-c eye ointment is used in the treatment of bacterial eye infections,टैकलोर-सी आई ऑइंटमेंट का इस्तेमाल बैक्टीरियल आई संक्रमण के इलाज में किया जाता है
methocip <n1>mg tablet is unsafe to use during lactation,स्तनपान के दौरान मेथोसिप <n1>mg टैबलेट का इस्तेमाल असुरक्षित है
methocip <n1>mg tablet is used in the treatment of rheumatoid arthritis and psoriasis,मेथोसिप <n1>mg टैबलेट का इस्तेमाल रुमेटाइड आर्थराइटिस and सोरायसिस के इलाज में किया जाता है
dabixxa <n1>mg tablet is used to prevent heart attack,डैबिक्स्क्सा <n1>mg टैबलेट का इस्तेमाल हार्ट अटैक के रोकथाम में किया जाता है
"side effect of fusida is application site reactions (burning, irritation, itching and redness)","फसिडा का साइड इफेक्ट एप्लीकेशन साइट रिएक्शंस (बर्निंग, जलन, खुजली एंड रेडनेस) है"
trimine plus tablet is used in the treatment of depression,ट्रिमाइन प्लस टैबलेट का इस्तेमाल डिप्रेशन के इलाज में किया जाता है
"as trimine plus tablet may impair your alertness or cause drowsiness or blurred vision, and this may affect your ability to drive","चूंकि ट्रिमाइन प्लस टैबलेट सतर्कता को खराब करता है जिसके कारण झपकी आ सकती है, दृष्टि धुंधली हो सकती है और इससे ड्राइव करने में परेशानी हो सकती है"
zorno tablet is a combination of two antibiotics: ofloxacin and ornidazole,ज़ोर्नो टैबलेट दो एंटीबायोटिक्स का मिश्रण हैः ओफ़्लॉक्सासिन एवं ओर्निडैज़ोल
zorno tablet is used in the treatment of bacterial & parasitic infections,जीवाणु और परजीवी संक्रमण के उपचार में ज़ोर्नो टैबलेट का उपयोग किया जाता है
zorno tablet is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए ज़ोर्नो टैबलेट का इस्तेमाल संभवतः सुरक्षित हो सकता है
"urchil <n1> mg tablet: view uses, side effects, price and substitutes | <n2>mg","अर्चिल <n1> एमजी टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n2>mg"
doburan <n1>mg injection is used in the treatment of heart failure,डोबरैन <n1>mg इन्जेक्शन का इस्तेमाल हार्ट फेल के इलाज में किया जाता है
doburan <n1>mg injection is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए डोबरैन <n1>mg इन्जेक्शन का इस्तेमाल संभवतः सुरक्षित हो सकता है
