English,Hindi
contril <n1> tablet,कंट्रील <n1> टैबलेट 
control your breaths by breathing in slowly through your nose and breathing out through your mouth,अपनी नाक से धीरे-धीरे सांस लें और मुंह से सांस छोड़ते हुए अपनी सांसों पर नियंत्रण रखें
controlling your blood pressure prevents future complications,अपने ब्लडप्रेशर को नियंत्रित करने से भविष्य में होने वाली समस्याओं को रोका जा सकता है
conzide <n1> tablet,कंजाइड <n1> टैबलेट
cooled or iced liquids may go down more easily,ठंडा या बर्फीला लिक्विड अधिक आसानी से नीचे जा सकते हैं
coolnix forte <an1> tablet,कूलनिक्स फोर्ट <an1> टैबलेट
corabrad <an1> tablet,कोराब्राड <an1> टैबलेट 
corabrad <n1> tablet,कोराब्राड <n1>टैबलेट 
corem pharma pvt ltd,कोरम फार्मा प्राइवेट लिमिटेड
cornel pharmaceuticals pvt ltd,कॉर्नेल फार्मास्यूटिकल्स प्राइवेट लिमिटेड
corp. off,कॉरपोरेट ऑफिस 
corporate annexe,कॉरपोरेट एनेक्सी
corporate park,कॉर्पोरेट पार्क
correspondence-off,पत्राचार कार्यालय 
cortiff m <n1>mg injection,कॉर्टिफ एम <n1> एमजी इंजेक्शन
cosfin plus oral suspension,कॉस्फिन प्लस ओरल सस्पेंशन 
cosmas research lab ltd,कॉस्मास रिसर्च लैब लिमिटेड
cosmos park,कॉसमॉस पार्क
cosset pharmaceuticals pvt ltd,कॉसेट फार्मास्यूटिकल्स प्राइवेट लिमिटेड
costa rich pharmaceuticals,कोस्टा रिच फार्मास्यूटिकल्स
costus b syrup,कॉस्टस बी सिरप
cotton market,कॉटन मार्केट 
coufist-d syrup,कौफिस्ट-डी सिरप
"cough, flu-like symptoms","खांसी, फ्लू जैसे लक्षण"
counselling and talking therapy can help you cope with anxiety and depression caused by this side effect,काउंसलिंग और टॉकिंग थेरेपी आपको इस साइड इफेक्ट के कारण होने वाली एंग्जायटी और अवसाद से निपटने में मदद कर सकती है
counselling or psychotherapy can also be helpful,काउंसलिंग या सायकोथेरेपी भी मददगार हो सकती है
country of origin: sri lanka,मूल देश: श्रीलंका
covatil cv <n1> tablet,कोवटिल सीवी <n1> टैबलेट
coventic pharma private limited,कोवेंटिक फार्मा प्राइवेट लिमिटेड
cozirab it <an1> capsule,कोजीरैब आईटी <an1> कैप्सूल
craza lifesciences pvt ltd,क्रैज़ा लाइफसाइंसेज प्राइवेट लिमिटेड
cream is for external use only,क्रीम केवल बाहरी उपयोग के लिए है
cream may be used in the dose and duration suggested by the doctor,क्रीम का उपयोग डॉक्टर द्वारा सुझाई गई खुराक और अवधि के अनुसार करें 
creative mansion,क्रिएटिव मैन्सन 
credence healthcare,क्रेडेंस हेल्थकेयर 
cresemba <n1>mg capsule,क्रेसेम्बा <n1> एमजी कैप्सूल
crinof m oral suspension,क्रिनऑफ एम ओरल सस्पेंशन 
crms pharmaceuticals pvt ltd,सीआरएमएस फार्मास्यूटिकल्स प्राइवेट लिमिटेड
crobeta <n1> tablet cr,क्रोबेटा <n1> टैबलेट सीआर 
cromson pharma,क्रोमसन फार्मा
cross kr layout jp nagar ba,क्रॉस केआर लेआउट जेपी नगर 
crossed fingers organics private limited,क्रॉस्ड फिंगर्स ऑर्गेनिक्स प्राइवेट लिमिटेड
crossing gopalpura by pass,क्रासिंग गोपालपुरा बाईपास 
cruentus pharmaceutical pvt ltd,क्रूएंटस फार्मास्यूटिकल प्राइवेट लिमिटेड
cryzer formulation,क्राइजर फॉर्मूलेशन
csi commercial centre,सीएसआई कमर्शियल सेंटर 
cth more <n1>mg tablet,सीटीएच मोर <n1> एमजी टैबलेट 
cthium <n1>mg tablet,सीथियम <n1> एमजी टैबलेट 
cts no,सीटीएस नं.
cuflin-d soft gelatin capsule,क्यूफ्लिन-डी सॉफ्ट जिलेटिन कैप्सूल
cuhist a <an1> tablet,कुहिस्ट ए <an1> टैबलेट 
curatas pharmaceuticals llp,क्यूराटास फार्मास्यूटिकल्स एलएलपी
curaxis healthcare,क्यूरक्सिस हेल्थकेयर
curelife pharmaceuticals,क्योरलाइफ फार्मास्यूटिकल्स
curepzil m <an1> tablet,क्योरप्जिल एम <an1> टैबलेट
curis lifecare,क्यूरिस लाइफकेयर
curiton lifesciences pvt ltd,क्यूरिटन लाइफसाइंसेज प्राइवेट लिमिटेड
curocid-m oral suspension,क्यूरोसिड-एम ओरल सस्पेंशन 
curosis healthcare pvt ltd,क्यूरोसिस हेल्थकेयर प्राइवेट लिमिटेड
currey road,कर्रे रोड
cut down on sugar and drink plenty of fluids,शुगर का सेवन कम करें और पर्याप्त मात्रा में पानी पिएं 
"cut down on sugary drinks and avoid foods such as red meat, offal and seafood as they can make your gout worse","मीठे पेय का कम सेवन करें और रेड मीट, ऑफल और सीफूड जैसे खाद्य पदार्थों से बचें, क्योंकि वे आपके गाउट को बदतर बना सकते हैं"
cut down the amount of alcohol you drink,शराब की मात्रा में कटौती करें 
"cut down the amount of coffee, tea or cola you drink","कॉफी, चाय या कोला की मात्रा में कटौती करें "
cutik medicare pvt ltd,क्यूटिक मेडिकेयर प्राइवेट लिमिटेड
cutis biologicals,क्यूटिस बायोलॉजिकल्स
cutoin <n1>mg tablet,क्यूटोइन <n1> एमजी टैबलेट
cutting down on caffeine and alcohol consumption can also help,कैफीन और एल्कोहल की मात्रा में कटौती से मदद मिल सकती है 
cydia healthcare pvt ltd,सिडिया हेल्थकेयर प्राइवेट लिमिटेड
cynoacrylate,साइनोक्रिलेट
cynor d <an1> tablet,साइनोर डी <an1> टैबलेट
cyphept syrup mixed fruit sugar free,साइफेप्ट सिरप मिश्रित फल चीनी मुक्त
cyphover-t syrup,साइफोवर-टी सिरप
cyporap syrup,साइपोराप सिरप
cyprodiv oral drops,सायप्रोडिव ओरल ड्रॉप्स 
cyprosyp syrup,सायप्रोसिप सिरप
cyptone pd oral drops,सिप्टोन पीडी ओरल सस्पेंशन 
cyra-it capsule sr,सायरा-आईटी कैप्सूल एसआर 
d <an1> capsule sr also neutralizes the acid in the stomach and promotes easy passage of gas to reduce stomach discomfort,d <an1> कैप्सूल एसआर पेट में एसिड को भी बेअसर करता है और गैस को आसानी से निकालकर पेट की परेशानी को दूर करने में मदद करता है
d <an1> tablet also neutralizes the acid in the stomach and promotes easy passage of gas to reduce stomach discomfort,d <an1> टैबलेट पेट में एसिड को भी बेअसर करता है और गैस को बाहर निकालकर पेट की परेशानी को कम करता है
d infusion must be administered under the supervision of a healthcare professional,डी इन्फ्यूजन को किसी स्वास्थ्यकर्मी की देखरेख में किया जाना चाहिए
d phyllin <an1>,डी फिलिन <an1>
d plus cream is only meant for external use and should be used as advised by your doctor,डी प्लस क्रीम केवल बाहरी इस्तेमाल के लिए है और इसे अपने डॉक्टर के बताए अनुसार इस्तेमाल करना चाहिए
d ventic <n1>mg tablet,डी वेंटिक <n1>एमजी टैबलेट 
d-hype <n1>k soft gelatin capsule,डी-हाइप <n1> के सॉफ्ट जिलेटिन कैप्सूल
d. b. gupta road pahar ganj,डी. बी. गुप्ता रोड पहाड़गंज 
d. c. chowk,डी.सी. चौक 
d.b. gupta road,डी.बी. गुप्ता रोड
d.f.o,डी.एफ.ओ 
d.ladpath,डी. लैडपाथ 
d/s jangpura extension,डी/एस जंगपुरा एक्सटेंशन
d<n1> hd <n2>iu drop,डी<n1> एचडी <n2>आईयू ड्रॉप
daaso pharmaceuticals pvt ltd,दासो फार्मास्यूटिकल्स प्राइवेट लिमिटेड
dabhel,डबहेल 
dabri extension east,डबरी एक्सटेंशन ईस्ट 
dabri extn,डबरी एक्सटेंशन
dabur panchatikta ghrit powder,डाबर पंचतिक्ता घृत पाउडर
dadar east,दादर ईस्ट 
daeiou pharmaceutical pvt ltd,डायू फार्मास्यूटिकल प्राइवेट लिमिटेड
daffodils avenue,डैफोडिल्स एवेन्यू
dagon pharmaceuticals pvt ltd,डैगोन फार्मास्यूटिकल्स प्राइवेट लिमिटेड
dahisar (west) mumbai mumbai city mh,दहीसार (पश्चिम) मुंबई महाराष्ट्र 
dakshin marg,दक्षिण मार्ग
dalamal house,डालामल हाउस
dalcuf am syrup,डैलकफ एएम सिरप 
dalmia estate,डालमिया एस्टेट
dalmin sp <an1> tablet,डैलमिन एसपी <an1> टैबलेट 
dalmol <n1>mg syrup,डैलमोल <n1> एमजी सिरप
dalwocef <n1> dry syrup,डैल्वोसेफ <n1> ड्राई सिरप
dalwocef cv dry syrup,डैल्वोसेफ सीवी ड्राई सिरप
dalwocef o dry syrup,डैल्वोसेफ ओ ड्राई सिरप
dalwopod cv dry syrup,डैल्वोपॉड सीवी ड्राई सिरप
damm tablet,डैम टेबलेट
dana pharmaceuticals pvt ltd,दाना फार्मास्यूटिकल्स प्राइवेट लिमिटेड
danaibu <n1>mg tablet,डानैबू <n1> एमजी टैबलेट 
daniel lifescience,डैनियल लाइफसाइंस
danik bhaskar building chandigarh,दैनिक भास्कर बिल्डिंग चंडीगढ़
danlion pharmaceuticals pvt ltd,डैनलियन फार्मास्यूटिकल्स प्राइवेट लिमिटेड
danmor <n1>mg tablet md,डैनमोर <n1> एमजी टैबलेट एमडी
dano vaccines & biologicals pvt ltd,डैनो वैक्सीन और बायोलॉजिकल्स प्राइवेट लिमिटेड
danteshwar road,दंतेश्वर रोड
dapakey <n1>mg tablet,डापाकी <n1> एमजी टेबलेट
dapalex <n1>mg tablet,डापालेक्स <n1> एमजी टैबलेट
dapanorm <n1>mg tablet,डापानॉर्म <n1> एमजी टेबलेट
daplanza <n1>mg tablet,डाप्लान्जा <n1> एमजी टैबलेट 
daplo <n1> tablet,डैप्लो <n1> टैबलेट 
darmaan pharma,दरमान फार्मा
dasarahosahalli,दसाराहोसहल्ली
dashrath vadodara gujarat,दशरथ वडोदरा गुजरात
datta nagar wadki pune pune mh,दत्ता नगर वादकी पुणे महाराष्ट्र
dattatraya autade,दत्तात्रेय ऑटेड 
davrin <n1>mg tablet,डेवरिन <n1> एमजी टैबलेट 
dawa bazar,दवा बाजार
dawa bazar complex,दवा बाजार काम्प्लेक्स 
daxcold plus tablet,डैक्सकोल्ड प्लस टैबलेट
daylon healthcare,डेलोन हेल्थकेयर
dazcet-am tablet sr,डैजसेट-एएम टैबलेट एसआर 
dazkuff br syrup,डैज़कफ बीआर सिरप
dazmig d <an1> tablet,डैजिमिग डी <an1> टैबलेट 
dazmont l kid tablet,डैज़मोंट एल किड टैबलेट
dazroz pharmaceuticals pvt ltd,डैजरोज फार्मास्यूटिकल्स प्राइवेट लिमिटेड
dazvin <n1> nasal drops,डैज़विन <n1> नेजल ड्रॉप्स 
dbendazole <n1>mg chewable tablet,डीबेंडाजोल <n1> एमजी च्यूबल टैबलेट
dc colony,डीसी कॉलोनी
dcz am <an1> tablet,डीसीजेड एएम <an1> टैबलेट
dda building,डीडीए बिल्डिंग 
dda market pitampura delhi,डीडीए मार्केट पीतमपुरा दिल्ली
dda pocket b,डीडीए पॉकेट बी
dda shop lsc market,डीडीए शॉप एलएससी मार्केट
"decreased blood pressure, headache, fatigue, dizziness","ब्लड प्रेशर, सिरदर्द, थकान, चक्कर आना कम होना"
"decreased urine frequency, or serious allergic reaction, rush to your doctor on an immediate basis","पेशाब कम होने, या गंभीर एलर्जिक रिएक्शन होने पर तुरंत डॉक्टर के पास जाएं"
decza <n1> oral suspension,डेक्जा <n1> ओरल सस्पेंशन 
deebose <an1> tablet md,डीबोज़ <an1> टैबलेट एमडी
deevans life care pvt ltd,दीवांस लाइफ केयर प्राइवेट लिमिटेड
deevens pharma,डीवेंस फार्मा
defence colony,डिफेंस कॉलोनी
defence colony karmanghat,डिफेन्स कॉलोनी करमनघाट
defglobe <n1>mg tablet,डेफग्लोब <n1> एमजी टैबलेट
defi healthcare pvt ltd,डेफि हेल्थकेयर प्राइवेट लिमिटेड
deflatone oral suspension,डेफ्लाटोन ओरल सस्पेंशन 
defpea <n1>mg tablet,डेफपी <n1> एमजी टैबलेट 
delcold oral drops,डेल्कोल्ड ओरल ड्रॉप्स 
delhi rd,दिल्ली रोड 
delicious lemon,डिलीशियस लेमन 
delicious orange,डिलीशियस ऑरेंज 
delizia pharmaceutical pvt ltd,डेलीज़िया फार्मास्यूटिकल प्राइवेट लिमिटेड
delspa oral drops,डेलस्पा ओरल ड्रॉप्स 
deltron odt <n1>mg tablet,डेल्ट्रॉन ओडीटी <n1> एमजी टैबलेट
"dengue rna pcr, qual","डेंगू आरएनए पीसीआर, क्वाल"
densa pharmaceuticals pvt ltd,डेन्सा फार्मास्यूटिकल्स प्राइवेट लिमिटेड
deoria ho,देवरिया 
"dep <n1>mg tablet works by increasing the level of chemical messengers (serotonin and noradrenaline) in the brain that have a calming effect on the brain and relax the nerves, thus treating your illness","dep <n1> एमजी टैबलेट मस्तिष्क में केमिकल मैसेंजर (सेरोटोनिन और नॉरएड्रेनालाईन) के स्तर को बढ़ाता है जो मस्तिष्क को शांत रखते हैं और नसों को राहत देते हैं, इस प्रकार आपकी बीमारी का इलाज करते हैं"
depflume <an1> tablet,डेपफ्लूम <an1> टैबलेट
depone organics pvt ltd,डेपोन ऑर्गेनिक्स प्राइवेट लिमिटेड
depot,डिपो 
derma joint india,डर्मा जॉइंट इंडिया 
dermajoint india,डर्मा जॉइंट इंडिया 
dermia conticare pvt ltd,डर्मिया कॉन्टिकेयर प्राइवेट लिमिटेड
deserve life sciences,डिजर्व लाइफ साइंसेज 
desoint cream,डेसोइंट क्रीम
desonex m <an1> tablet,डिसोनेक्स एम <an1> टैबलेट
desteyn <n1>mg tablet er,डेस्टिन <n1> एमजी टैबलेट ईआर 
desteyn-er <n1> tablet,डेस्टेन-ईर <n1> टैबलेट
dev apartments,देव अपार्टमेंट
dev arc shopping complex,देव आर्क शॉपिंग कॉम्प्लेक्स
dev bhoomi industrial estate puhana iqbalpur road,देव भूमि इंडस्ट्रियल एस्टेट पुहाना इकबालपुर रोड 
devapth”,देवपथ 
devar colony near thilak hospitalhospitals,देवर कॉलोनी थिलक अस्पताल के पास 
devi nagar harnathpura ward no,देवीनगर हरनाथपुरा वार्ड नं.
devi nagar rd,देवीनगर रोड 
devika tower,देविका टावर
devki shopping complex,देवकी शॉपिंग कॉम्प्लेक्स
deworming also helps with cases of anemia and improves nutrition,"डीवर्मिंग (कृमिनाशक), एनीमिया के मामलों में भी मदद करता है और पोषण में सुधार करता है"
deworming amends anemia and improves nutrition,"डीवर्मिंग (कृमिनाशक), एनीमिया में मदद करता है और पोषण में सुधार करता है"
dexamaxx <an1> tablet,डेक्सामैक्स <an1> टैबलेट
dexkon <n1>mg tablet,डेक्सकॉन <n1> एमजी टैबलेट
dexolac hi-kal powder,डेक्सोलैक हाई-कैल पाउडर
dexolac premium <n1> follow-up formula,डेक्सोलैक प्रीमियम <n1> फॉलो-अप फॉर्मूला
dexolac premium <n1> infant formula,डेक्सोलैक प्रीमियम <n1> इन्फैंट फॉर्मूला
dexride d <an1> capsule sr,डेक्सराइड डी <an1> कैप्सूल एसआर 
dextromethorphan hydrobromide is a cough suppressant that relieves cough by reducing the activity of cough center in the brain,डेक्ट्रोमेथोरफैन हाइड्रोब्रोमाइड कफ सप्रेसेंट है जो मस्तिष्क में कफ सेंटर के कार्य को कम करके खांसी से राहत देता है
dextromethorphan is a cough suppressant that relieves cough by reducing the activity of cough center in the brain,डेक्ट्रोमेथोरफैन कफ सप्रेसेंट है जो मस्तिष्क में कफ सेंटर के कार्य को कम करके खांसी से राहत देता है
dextromethorphan is a cough suppressant that relieves cough by reducing the activity of the cough center in the brain,डेक्ट्रोमेथोरफैन कफ सप्रेसेंट है जो मस्तिष्क में कफ सेंटर के कार्य को कम करके खांसी से राहत देता है
dhamanwala complex,धामनवाला काम्प्लेक्स 
dhanas village panchayat,धनास ग्राम पंचायत
dhankawadi,धनकावाडी 
dhanori,धानोरी 
dharam complex phase – i,धरम कॉम्प्लेक्स फेज - I
dhayari near dhayareshwar mandir,"धायरी, धायारेश्वर मंदिर के पास "
dhayari pune pune mh,धायरी पुणे महाराष्ट्र 
dhoolkot,धूलकोट 
di-gandhinagar,जिला -गांधीनगर
diabecia <an1> tablet er,डायबेसिया <an1> टैबलेट ईआर 
"diarrhea is a condition in which you frequently pass loose, watery stools",दस्त एक ऐसी अवस्था है जिसमें आप बार-बार शौच के लिए जाते हैं और शौच काफी ढीला या पानीयुक्त होता है 
"diarrhea, fever, injection site pain, erythema (skin redness), soreness, swelling, tenderness, vomiting","दस्त, बुखार, इंजेक्शन वाली जगह पर दर्द, एरिथेमा (त्वचा की लालिमा), दर्द, सूजन, कोमलता, उल्टी"
"diarrhea, urine discoloration","दस्त, मूत्र के रंग में बदलाव "
dic industrial area,डीआईसी इंडस्ट्रियल एरिया 
dicine <n1>mg injection,डाइसिन <n1> एमजी इंजेक्शन
diclotroy qps solution,डिक्लोट्रॉय क्यूपीएस सॉल्यूशन 
difate o oral suspension,डिफेट ओ ओरल सस्पेंशन 
"difficulty in swallowing, facial swelling, itching, feeling of discomfort, wheezing","निगलने में कठिनाई, चेहरे में सूजन, खुजली, असुविधा महसूस होना, घरघराहट"
digemor syrup saunf,डिजेमोर सिरप सौंफ 
dighvi hi-tech pharma pvt ltd,दिघवी हाईटेक फार्मा प्राइवेट लिमिटेड
digilax <n1>mg syrup,डिजिलेक्स <n1> एमजी सिरप
diknac s <an1> tablet,डिकनैक एस <an1> टैबलेट
dilkap chembers,डिलकैप चेम्बर्स
dilnip m <an1> tablet,डिलनिप एम <an1> टैबलेट
dilshad garden delhi,दिलशाद गार्डन दिल्ली
dilution <n1> ch,डाईल्यूशन <n1> सीएच 
dincin <n1> capsule,डिंसिन <n1> कैप्सूल
dinnur,दिन्नुर 
dinnur main road,डिनूर मेन रोड 
dinovas tablet,डिनोवैस टैबलेट
discard any unused product or waste,कोई भी बिना इस्तेमाल किया हुआ प्रोडक्ट या अपशिष्ट नष्ट कर दें 
disclaimer: the following are the results of on-going survey on <n1>mg.com for d.f.o,डिसक्लेमर: यह d.f.o के लिए <n1> mg.com पर चल रहे सर्वे का परिणाम है
disclaimer: the following are the results of on-going survey on <n1>mg.com for dr. dec <n2> mg/<n3> mg tablet,डिसक्लेमर: यह डॉ. dec <n2> mg/<n3> एमजी टैबलेट के लिए <n1> mg.com पर चल रहे सर्वे का परिणाम है
disclaimer: the following are the results of on-going survey on <n1>mg.com for fort,डिसक्लेमर: यह फोर्ट के लिए <n1> mg.com पर चल रहे सर्वे का परिणाम है
disclaimer: the following are the results of on-going survey on <n1>mg.com for m.v.i,डिसक्लेमर: यह m.v.i के लिए <n1> mg.com पर चल रहे सर्वे का परिणाम है
disclaimer: the following are the results of on-going survey on <n1>mg.com for rg,डिसक्लेमर: यह आरजी के लिए <n1> mg.com पर चल रहे सर्वे का परिणाम है
disclaimer: the following are the results of on-going survey on <n1>mg.com for saloxen syr,डिसक्लेमर: यह सैलोक्सेन सिरप के लिए <n1> mg.com पर चल रहे सर्वे का परिणाम है
"discontinue the medicine and seek immediate help from the doctor if your child develops an itchy rash, facial swelling, or breathing difficulties while taking this medicine","अगर इस दवा को लेते समय आपके बच्चे को खुजली वाले चकत्ते, चेहरे की सूजन, या सांस लेने में कठिनाई हो तो दवा बंद कर देंऔर डॉक्टर से तुरंत मदद लें"
discuss with your child’s doctor thoroughly before giving it to your child,अपने बच्चे को देने से पहले अपने बच्चे के डॉक्टर के साथ अच्छी तरह से चर्चा करें
discuss with your child’s doctor thoroughly before giving this medicine to your child in such cases,इस तरह के मामलों में अपने बच्चे को यह दवा देने से पहले अपने बच्चे के डॉक्टर से बात करें
discuss with your doctor,अपने डॉक्टर से चर्चा करें
discuss with your doctor what medicines or lifestyle changes might help,अपने डॉक्टर के साथ इन बातों पर चर्चा करें कि दवाओं और लाइफस्टाइल में क्या बदलाव करने से मदद मिल सकती है 
discussed with your doctor,अपने डॉक्टर के साथ चर्चा 
dist - hooghly,जिला - हुगली
dist ambala city,जिला अंबाला शहर
dist vadodara,जिला वडोदरा
dist-solan,जिला-सोलन
dist: thane,जिला: ठाणे
dist.- solan,जिला- सोलन
distract your attention by thinking about something else,कुछ और सोच कर अपना ध्यान बटाएं  
district center janakpuri west,जिला केंद्र जनकपुरी पश्चिम
district ranga reddy,जिला रंगा रेड्डी
district sirmour (hp),जिला सिरमौर (हिमाचल प्रदेश)
district thane,जिला ठाणे
distt ghaziabad,जिला गाजियाबाद
divide your child’s meal into proportions,अपने बच्चे के भोजन को कई हिस्से में बाटें 
divya enclavekalyan nagar,दिव्य एन्क्लेव कल्याण नगर
diwan ballubhai road kankariya ahmedabad gj,दीवान बल्लूभाई रोड कांकरिया अहमदाबाद गुजरात 
diwan hall rd,दीवान हॉल रोड 
dizalyn pg <an1> tablet,डिजालिन पीजी <an1> टैबलेट
"dizziness or headache may occur due to low blood pressure, hence rise slowly from sitting position or avoid driving","ब्लड प्रेशर घटने के कारण चक्कर या सिरदर्द की समस्या हो सकता है, इसलिए बैठने के बाद धीरे-धीरे उठें या गाड़ी न चलाएं"
"dizziness, diarrhea, nausea, cough, flu-like symptoms, fatigue, increased potassium level in blood, increased creatinine level in blood","चक्कर आना, दस्त, मतली, खांसी, फ्लू जैसे लक्षण, थकान, खून में पोटेशियम स्तर में वृद्धि, खून में क्रिएटिनिन स्तर में वृद्धि"
"dizziness, headache, nausea, indigestion, diarrhea, stomach pain, sore throat, runny nose, flu-like symptoms, cough","चक्कर आना, सिरदर्द, मतली, अपच, दस्त, पेट में दर्द, गले में खराश, बहती नाक, फ्लू जैसे लक्षण, खांसी"
dl,दिल्ली 
dlf phase,डीएलएफ फेज 
"do inform the doctor if your child has or had any heart, liver, kidney problems or was born prematurely","यदि आपके बच्चे को दिल, लिवर, किडनी की कोई समस्या है या समय से पहले पैदा हुआ है तो अपने डॉक्टर को बताएं"
"do inform your child’s doctor if your child has a heart problem, blood disorder, liver impairment, kidney malfunction, any chronic illness, or history of any prolonged antibiotic course","यदि आपके बच्चे को पहले कभी दिल की बीमारी, ब्लड डिसऑर्डर, लिवर कमजोर होना, किडनी की खराबी, किसी पुरानी बीमारी, या लंबे समय तक एंटीबायोटिक कोर्स जैसी समस्याएं हो चुकी हैं, तो अपने बच्चे के डॉक्टर को बताएं।"
"do inform your child’s doctor if your child has ever had any previous episode of allergy, bowel obstruction, electrolyte imbalance, heart problem, liver impairment, and kidney malfunction","यदि आपके बच्चे को कभी एलर्जी, आंत में गड़बड़ी , इलेक्ट्रोलाइट असंतुलन, हृदय की समस्या, लिवर कमजोर होना और किडनी की खराब होने की समस्या रही है तो अपने बच्चे के डॉक्टर को बताएं"
"do inform your doctor if you are pregnant, planning to conceive or breastfeeding, before taking this medicine","यदि आप गर्भवती हैं, गर्भधारण की योजना बना रही हैं या स्तनपान कराती हैं, तो यह दवा लेने से पहले अपने डॉक्टर को बताएं"
"do no drive right after using the medicine, as it may blur the eye for some time","दवा का इस्तेमाल करने के बाद गाड़ी न चलाएं, क्योंकि यह कुछ समय के लिए आंख को धुंधला कर सकता है"
do not abruptly stop the medicine by yourself as sudden withdrawal of the medicine may result in recurrence of symptoms and worsen your child’s condition,अचानक से दवा को अपने आप बंद न करें क्योंकि दवा अचानक छोड़ने से लक्षण दोबारा नजर आ सकते हैं और आपके बच्चे की स्थिति बिगड़ सकती है
"do not administer this product intravenously, subcutaneously, or intradermally","इस प्रोडक्ट को इंट्रावेनसली (नसों में), सबक्युटेनसली या इंट्राडर्मली नहीं लगाना चाहिए "
do not alter the dose by yourself as it can result in unwanted side effects in your child,अपने आप से खुराक में बदलाव न करें क्योंकि इससे आपके बच्चे को साइड इफेक्ट हो सकता है
do not alter the dose of the medicine by yourself as it may render the treatment ineffective and cause side effects,अपने आप से दवा की खुराक में बदलाव न करें क्योंकि इससे इलाज अप्रभावी हो सकता है और साइड इफेक्ट हो सकता है
do not alter the dose or abruptly stop the medicine by yourself as it may render the treatment ineffective and cause side effects,खुराक में बदलाव न करें या अचानक दवा को खुद से न रोकें क्योंकि इससे इलाज अप्रभावी हो सकता है और साइड इफेक्ट हो सकता है
"do not any doses, in case you missed a dose, take it as soon as you remember","कोई भी खुराक न छोड़ें, यदि आप कोई खुराक लेना भूल जाते हैं तो याद आने पर तुरंत लें"
do not apply in excess amount as it may harm your skin,इसे अधिक मात्रा में ना लगाएं क्योंकि यह आपकी त्वचा को नुकसान पहुंचा सकता है
do not apply in larger or smaller quantities than recommended,निर्धारित मात्रा से कम या ज्यादा मात्रा में इसका प्रयोग ना करें 
do not apply it in larger or smaller amounts than prescribed,निर्धारित मात्रा से कम जय अधिक मात्रा का प्रयोग ना करें 
"do not apply it near eyes, mouth or any cut or burned skin","इसे आंखों, मुंह या किसी भी कटी या जली हुई त्वचा के पास ना लगाएं"
do not apply it on open wounds or damaged skin,इसे खुले घावों या क्षतिग्रस्त त्वचा पर ना लगाएं 
"do not apply to broken, diseased, infected, inflamed, or irritated skin, or to open wounds","टूटी हुई, रोगग्रस्त, संक्रमित, सूजन, या जलव वाली त्वचा या खुले घावों पर इसे नहीं लगाएं"
"do not break, crush, dissolve, or chew the capsule","कैप्सूल को तोड़ें, कुचलें, घोलें या चबाएं नहीं "
"do not chew, crush or break the tablet","टैबलेट को तोड़ें, कुचलें, या चबाएं नहीं "
do not color your hair,अपने बालों को रंगें नहीं 
do not consume alcohol while on treatment with this medicine,इस दवा के साथ इलाज के दौरान शराब का सेवन न करें
"do not crush, chew, or break the tablet","टैबलेट को तोड़ें, कुचलें, या चबाएं नहीं "
do not discontinue use without consulting your doctor,अपने डॉक्टर से परामर्श के बिना इसका इस्तेमाल बंद ना करें
do not double dose if it is already time for the next dose,अगर अगली खुराक का समय हो गया है तो डबल डोज ना लें 
do not double dose if it's the time for the next dose,अगर अगली खुराक का समय हो गया है तो डबल डोज ना लें 
do not double the dose if it is time for the next dose,अगर अगली खुराक का समय हो गया है तो डबल डोज ना लें 
do not drink alcohol,शराब न पीएं
do not drink alcohol while taking this medicine and for a few days after stopping it,इस दवा को लेते समय और इसे बंद करने के बाद कुछ दिनों तक शराब न पियें
"do not drink alcohol, as it will make you feel more tired","शराब न पीएं, क्योंकि इससे आपको और अधिक थकावट महसूस होगी "
do not drink too much alcohol,बहुत ज्यादा शराब न पीएं
do not drive drive or use machines until this has been resolved,जब तक यह ठीक ना हो जाए तब तक ड्राइव ना करें ना ही मशीनों का उपयोग करें 
do not drive immediately after administering this medicine in the eye,इस दवा को आंखों में लगाने के तुरंत बाद ड्राइव ना करें 
do not drive or do anything that needs attention until you know how this medicine affects you,"जब तक आपको यह पता न चले कि यह दवा आपको कैसे प्रभावित करती है, तब तक गाड़ी न चलाएं या कुछ भी न करें"
do not drive or do anything that requires concentration until you know how the medicine works,जब तक आपको पता नहीं है कि दवा कैसे काम करती है तब तक गाड़ी न चलाएं या ध्यान देने वाला कोई काम न करें
do not drive or operate machinery as it may cause drowsiness,ड्राइव ना करें और कोई मशीन ना चलाएं क्योंकि इसकी वजह से सुस्ती आ सकती है 
do not drive or use tools or machinery until you feel better,जब तक बेहतर महसूस ना करें तब तक ड्राइव ना करें और कोई मशीन ना चलाएं 
do not eat for <n1> or <n2> hours before going to bed,बिस्तर पर जाने से <n1> से <n2> तीन घंटे पहले तक ना खाएं 
do not focus on the ringing sound as this can make it worse,घंटी बजने वाली आवाज़ पर ज्यादा ध्यान केंद्रित न करें क्योंकि इससे स्थिति और बिगड़ सकती है 
do not give a double dose to catch up,जल्दी ठीक होने के लिए डबल डोज ना दें 
"do not give a double dose to catch up on any missed dose, follow the prescribed dosing schedule strictly","किसी भी छूटी हुई खुराक को पूरा करने के लिए दोहरी खुराक न दें, हमेशा निर्धारित खुराक ही दें"
do not give a double dose to make up for the missed dose,भूली या छूटी हुई खुराक की भरपाई के लिए डबल खुराक न लें 
